frame,0_x [m],0_y [m],0_z [m],1_x [m],1_y [m],1_z [m],2_x [m],2_y [m],2_z [m],3_x [m],3_y [m],3_z [m],4_x [m],4_y [m],4_z [m],5_x [m],5_y [m],5_z [m],6_x [m],6_y [m],6_z [m],7_x [m],7_y [m],7_z [m],8_x [m],8_y [m],8_z [m],9_x [m],9_y [m],9_z [m],10_x [m],10_y [m],10_z [m],11_x [m],11_y [m],11_z [m],12_x [m],12_y [m],12_z [m],13_x [m],13_y [m],13_z [m],14_x [m],14_y [m],14_z [m],15_x [m],15_y [m],15_z [m],16_x [m],16_y [m],16_z [m],17_x [m],17_y [m],17_z [m]
1.0,0.8331803805579716,-0.031397472192340715,0.6242568438398894,0.8311261436071122,-0.07650466559448332,0.6515698219025362,0.8687479904693401,-0.018164789254685426,0.6524237092511419,0.913344726130442,-0.14880063053880543,0.6415633927638481,0.9914105711287365,-0.15853389461340328,0.6072707132144876,0.7595776727008304,-0.16832924731837362,0.4553776927633021,1.0411684479218855,-0.06423589158553934,0.4259629862128286,0.7025028641996889,-0.018818565509829337,0.20136662230591754,1.107075606620076,0.0031655052629472598,0.172041836686373,0.8343511805258905,0.1821345198188514,0.3149337699448671,1.006728298688325,0.15984181246677778,0.32764429597160644,0.8080287257534795,-0.1915871967054625,-0.058045297462571976,0.9903631384316952,-0.07723576217730799,-0.07433157565104981,0.7303135663456869,-0.16210323543402683,-0.49177563931266394,0.9881619176001758,-0.06301865073962368,-0.5097242767292791,0.6797600184330507,-0.21780794220293948,-0.8985789685461728,0.9466966823296177,-0.15706037845486462,-0.9199628368290317,0.9175220899662627,-0.11621780256094329,0.4421986726909888
2.0,0.8331742639130246,-0.03137531379543188,0.6242590781484617,0.8311483261173758,-0.07657585052003625,0.6515795783797265,0.8687852934165116,-0.018142187870546944,0.6524310935146526,0.9133322653403596,-0.14877952182569326,0.6415554141928065,0.9914420964030297,-0.15845535640277789,0.6072635386037984,0.7596248206449827,-0.16834736105929796,0.45531438493536264,1.0412023758960953,-0.06420336829686739,0.42595043866584476,0.7025215506908927,-0.018808610079058166,0.20138377044742978,1.1075359016451773,0.003158182719494541,0.17197374042559233,0.8343411146107277,0.1821541949108112,0.3149361338940678,1.0065619065915326,0.159526125113522,0.3276378864949911,0.8080607058166618,-0.19156517795021055,-0.05802483346233436,0.9903310736475739,-0.07719422269869272,-0.07430576568626959,0.7303195416164608,-0.16208016716639867,-0.4917738090758499,0.9881976889864462,-0.06299531820290585,-0.5096847399358542,0.6797148342779029,-0.21783435361020492,-0.8986796884623545,0.9467256980198376,-0.15705009632062678,-0.9199855882948277,0.917555111256241,-0.1162042113150612,0.4421797014963979
3.0,0.8331622378231188,-0.03133116460670716,0.6242634817660085,0.8311926093090577,-0.07671749979925474,0.651598968787913,0.8688596595655695,-0.01809729721823851,0.6524457504007711,0.9133077526189469,-0.1487376310398848,0.6415396001952038,0.9915050129231066,-0.15829938886145428,0.6072493239624128,0.7597188739517318,-0.16838322547829893,0.45518851494068807,1.0412702588969174,-0.06413880353047349,0.42592555516807373,0.7025590355649444,-0.018788998995159806,0.20141783920265788,1.1080154329832115,0.003112373645978354,0.17188953632179535,0.8343215890965463,0.18219306010371095,0.31494085757093854,1.0064965764200182,0.15902527531795024,0.3276415399272354,0.8081243110573075,-0.1915214553560912,-0.05798390908099365,0.9902676320174048,-0.07711189689450768,-0.0742542102655954,0.7303315206696642,-0.1620344775714323,-0.4917702192051266,0.9882688276589563,-0.06294894700492588,-0.5096061543108957,0.6796250716791588,-0.21788659637836003,-0.8988800298643702,0.9467832479841464,-0.157029712397162,-0.9200309576598044,0.9176213424570392,-0.11617719977205274,0.4421420354289848
4.0,0.8331447137956948,-0.03126535869812389,0.6242699255252852,0.8312588300068563,-0.07692817975542295,0.6516277496303615,0.8689706120369637,-0.018030736622656276,0.6524674578841674,0.9132719992682988,-0.14867560633549906,0.6415162345720608,0.9915990537129876,-0.15806819256708327,0.6072283362049394,0.7598593501351082,-0.16843612112461348,0.45500156482034365,1.0413721490023788,-0.06404315341994704,0.4258887554480566,0.7026155401801373,-0.01876032487993858,0.20146837586592753,1.1081281320007772,0.003014857759008195,0.1718301299162316,0.834293804972492,0.18225015417899965,0.31494793161949775,1.0067651040564838,0.15845231753424072,0.32766491712795426,0.8082188373146775,-0.19145665429370373,-0.05792253387237044,0.9901741790985461,-0.07699027791506016,-0.0741770395989363,0.7303495608422578,-0.16196705308026485,-0.4917650091491109,0.9883745310408808,-0.06288011903399529,-0.509489490376678,0.6794919345006765,-0.21796352187466858,-0.8991778060290373,0.9468683773122117,-0.15699958485103768,-0.9200986782008151,0.9177211559515226,-0.11613710753812777,0.44208622310888235
5.0,0.8331223019028169,-0.031178394337319868,0.6242782177464036,0.8313467446530299,-0.07720575846155855,0.6516655596300404,0.8691174420072719,-0.017943422883721347,0.6524958860551564,0.9132262063029314,-0.1485944072053157,0.6414857368450925,0.9917238210034132,-0.1577650257085659,0.6072009701258185,0.7600455321227849,-0.16850498539876643,0.45475573455528523,1.0415081193004374,-0.06391783356211304,0.42584066049767794,0.7026913905463263,-0.018723459472108017,0.2015347072366144,1.1079771095909576,0.0029082651745534903,0.17177210953411565,0.8342595348171893,0.18232405706676139,0.31495733974892526,1.0073012576294247,0.15777528257673148,0.32769231900983975,0.8083432422905329,-0.19137170172548695,-0.05784072789963142,0.990052737583787,-0.07683157280783333,-0.07407445194839463,0.7303737489067355,-0.1618792048355862,-0.4917583837237326,0.9885136092513755,-0.06278969257749645,-0.5093361904637506,0.6793172097284249,-0.2180634355868626,-0.8995697621471196,0.9469796733204833,-0.15696024465948713,-0.9201883508597812,0.917855098249108,-0.11608443832906577,0.4420130774687832
6.0,0.8330958022718858,-0.031070930594047624,0.6242881066971773,0.8314560307514697,-0.07754742782422895,0.6517119244326026,0.8692992164161006,-0.01783655587464492,0.6525306008377528,0.9131719456015785,-0.14849528941300075,0.6414486549524265,0.9918787894434283,-0.1573941536466217,0.607167741806512,0.7602764761430895,-0.1685884321364623,0.45445391471147356,1.0416782579594936,-0.06376469701915141,0.42578208241442184,0.7027870101891389,-0.018679533383086252,0.201615946601245,1.1080381717898231,0.0028668531139713236,0.17164746230254777,0.834221088676925,0.18241291553549077,0.31496905609606646,1.0078108880646814,0.15685686999608642,0.32769271491884183,0.8084961620469596,-0.19126781306619922,-0.05773852845723797,0.9899059569576214,-0.0766386638928467,-0.07394671707285436,0.7304042019442114,-0.16177264681972703,-0.4917506079839198,0.9886845016814341,-0.0626787851778289,-0.5091481527097531,0.6791032451449801,-0.2181841306541542,-0.9000516054628878,0.9471152888283353,-0.15691238818358585,-0.92029944547965,0.9180238757366804,-0.11601985323462441,0.44192366392679816
7.0,0.8330661939340953,-0.03094378284015533,0.6242992838324564,0.8315862887893504,-0.07794973266139968,0.6517662627800191,0.869514788096176,-0.01771159970760965,0.652571068887576,0.9131111352351597,-0.1483797852630936,0.6414056556935642,0.9920633103457399,-0.15696078293704424,0.6071292799903261,0.7605510220743261,-0.16868477721211414,0.45409965053139434,1.041882660496417,-0.06358600552663721,0.4257140111270036,0.7029029107965801,-0.018629909744554512,0.20171100296397462,1.108622516520538,0.002928964331689955,0.17141736476738823,0.8341812695002387,0.18251447675321864,0.31498304182503944,1.008099350741055,0.15562024590697826,0.32765006328591845,0.8086759326177669,-0.19114647494869266,-0.05761599877510101,0.9897370737448392,-0.076415058235074,-0.07379418066903566,0.7304410684308209,-0.16164946724113155,-0.4917420005506099,0.9888852987554319,-0.06254875128472243,-0.5089277099606554,0.6788529199698495,-0.2183229315978865,-0.9006180451416244,0.9472729726281213,-0.15685686743141017,-0.9204313024590322,0.9182283360572884,-0.11594416189716655,0.4418192848971837
8.0,0.8330346211933122,-0.030797917164475823,0.6243113877777251,0.8317370446328318,-0.07840860646467289,0.6518278940733679,0.8697628082040694,-0.01757025977443637,0.6526166636193442,0.9130460093550211,-0.14824967951071022,0.6413575130776954,0.9922766169344073,-0.15647098088325082,0.6070863155631441,0.7608678061165896,-0.1687920697366031,0.4536970979458746,1.0421214203878584,-0.06338439435833665,0.4256375982292783,0.7030396807836455,-0.018576152280731315,0.20181859245765613,1.1095217456872744,0.003056756577478935,0.1711190977962166,0.8341433189061658,0.18262612914203333,0.31499924106042704,1.0082877683973686,0.1541566651940923,0.3275816619354293,0.808880616410127,-0.19100942413424601,-0.05747323848972641,0.9895498629440065,-0.07616482602793159,-0.07361726968246668,0.7304845294732726,-0.1615120936382594,-0.4917329255302783,0.9891137685927771,-0.062401155130649755,-0.508677603774987,0.6785696088094468,-0.21847674743645448,-0.9012628415918775,0.947450106675952,-0.1567946781499323,-0.920583134831308,0.9184694454326142,-0.1158583117378354,0.44170146087348117
9.0,0.8330023777141299,-0.030634443729514328,0.6243240090141733,0.8319077523920397,-0.07891941346521623,0.6518960472249373,0.87004174080133,-0.01741445603703451,0.6526666723020481,0.9129790831101565,-0.14810698127987318,0.6413050947635581,0.9925178305556623,-0.15593158191819992,0.6070396693087932,0.7612252756150423,-0.16890812833020125,0.453250972086053,1.04239461820292,-0.06316283139802442,0.4255541381962576,0.7031979719414897,-0.0185199884525313,0.20193725185068354,1.1102343512974966,0.003168259401178217,0.1708332172788597,0.8341108542328928,0.182744949822142,0.31501757627075855,1.0086749847448857,0.15265362627022586,0.3275238280638548,0.8091080330012663,-0.19085862286020344,-0.057310395621082595,0.9893485813700914,-0.07589252888183326,-0.07341649833450256,0.7305348001163732,-0.16136325226051143,-0.49172378319351934,0.9893673882194823,-0.06223773934885281,-0.5084009537794271,0.6782571393395718,-0.2186421331927829,-0.9019788649008935,0.9476437494252398,-0.156726945915178,-0.9207540307755022,0.9187482623148617,-0.11576337539286691,0.44157190837027166
10.0,0.8329708885609282,-0.030454609102465124,0.6243366952148466,0.8320977977491089,-0.07947699655575562,0.6519698706827868,0.8703498794100074,-0.01724629300345806,0.6527203041488283,0.9129131131394053,-0.1479538924208362,0.6412493468102354,0.9927859678049505,-0.1553500823278983,0.6069902381355461,0.7616217058348891,-0.16903058186610376,0.4527664889732664,1.042702309464854,-0.06292457105946823,0.42546504730033824,0.7033784843667082,-0.01846326842282244,0.20206535404776804,1.110520368322899,0.0032107130370088734,0.170605624535148,0.8340877979671417,0.18286775782763995,0.31503794323673145,1.00939960211687,0.15122150954648947,0.32749905413525043,0.8093557938689285,-0.19069623096705754,-0.057127679752845564,0.9891379037515632,-0.07560313917663485,-0.07319247468697884,0.7305921306342387,-0.1612059223771988,-0.49171499960538956,0.9896433789192814,-0.06206038993731211,-0.5081012226703535,0.6779197442177402,-0.21881535864396373,-0.9027581619733619,0.9478506846289237,-0.15665491041842455,-0.9209429565677703,0.9190659078174036,-0.11566053654926917,0.44143251505691283
